Req. No. | requirement | subject | s-tag | s-ner | s-type | verb | v-tag | vcat | vprocess | object | o-tag | o-ner | o-type | label 
219|The configuration option shall also allow user accounts l to be changed remotely in the field units.|user account|NN|O|person|be change in|IN|0|0|field unit|NN|O|location|-1
219|The configuration option shall also allow user accounts l to be changed remotely in the field units.|user account|NN|O|person|be|VB|0|0|change remotely|RB|O|event|-1
219|The configuration option shall also allow user accounts l to be changed remotely in the field units.|user account|NN|O|person|be change remotely in|IN|0|0|field unit|NN|O|location|-1
219|The configuration option shall also allow user accounts l to be changed remotely in the field units.|user account|NN|O|person|l|NN|1|0|change in field unit|NN|O|event|-1
219|The configuration option shall also allow user accounts l to be changed remotely in the field units.|user account|NN|O|person|l|NN|1|0|change|NN|O|event|-1
219|The configuration option shall also allow user accounts l to be changed remotely in the field units.|user account|NN|O|person|be|VB|0|0|change|NN|O|event|-1
219|The configuration option shall also allow user accounts l to be changed remotely in the field units.|user account|NN|O|person|l|NN|1|0|change remotely in field unit|NN|O|event|-1
219|The configuration option shall also allow user accounts l to be changed remotely in the field units.|user account|NN|O|person|l|NN|1|0|change remotely|RB|O|event|-1
221|The GUI shall allow devices to be added and removed from the display without requiring programming effort.|device|NN|O|artifact|be|VB|0|0|add|VB|O|state|-1
221|The GUI shall allow devices to be added and removed from the display without requiring programming effort.|GUI|NNP|O|communication|shall allow|VB|1|0|device|NN|O|artifact|-1
221|The GUI shall allow devices to be added and removed from the display without requiring programming effort.|GUI|NNP|O|communication|shall allow|VB|1|0|add|VB|O|state|-1
221|The GUI shall allow devices to be added and removed from the display without requiring programming effort.|GUI|NNP|O|communication|shall allow|VB|1|0|add from display|NN|O|state|-1
221|The GUI shall allow devices to be added and removed from the display without requiring programming effort.|device|NN|O|artifact|be add from|IN|0|1|display|NN|O|communication|-1
222|The GUI shall allow the facility map to be modified without requiring programming effort.|GUI|NNP|O|communication|shall allow|VB|1|0|facility map|NN|O|artifact|-1
222|The GUI shall allow the facility map to be modified without requiring programming effort.|facility map|NN|O|artifact|be|VB|0|0|modify|VB|O||-1
222|The GUI shall allow the facility map to be modified without requiring programming effort.|GUI|NNP|O|communication|shall allow|VB|1|0|modify|VB|O||-1
223|The Problem Work Order shall be a separate display that allows the user to enter information about a system problem.|Problem Work Order|NNP|O|state|shall|MD|1|0|shall separate display|NN|O|communication|-1
223|The Problem Work Order shall be a separate display that allows the user to enter information about a system problem.|user|NN|O|person|enter|VBP|0|0|information about system problem|NN|O|communication|-1
223|The Problem Work Order shall be a separate display that allows the user to enter information about a system problem.|Problem Work Order|NNP|O|state|shall|MD|1|0|shall display|VB|O|communication|-1
223|The Problem Work Order shall be a separate display that allows the user to enter information about a system problem.|user|NN|O|person|enter|VBP|0|0|information|NN|O|communication|-1
223|The Problem Work Order shall be a separate display that allows the user to enter information about a system problem.|Order|NNP|O|communication|be|VB|0|0|separate|JJ|O|communication|-1
224|The Problem Work Order data shall be editable and exportable to ASCII delimited files by the user.|Problem Work Order datum|NN|O|state|shall|MD|1|0|shall editable to ASCII by user|NN|O|communication|-1
224|The Problem Work Order data shall be editable and exportable to ASCII delimited files by the user.|Problem Work Order datum|NN|O|state|shall|MD|1|0|shall editable by user|NN|O|person|-1
224|The Problem Work Order data shall be editable and exportable to ASCII delimited files by the user.|Problem Work Order datum|NN|O|state|shall|MD|1|0|shall editable|VB|O||-1
224|The Problem Work Order data shall be editable and exportable to ASCII delimited files by the user.|Problem Work Order datum|NN|O|state|shall|MD|1|0|shall editable to ASCII|NNP|ORGANIZATION|communication|-1
225|The GUI shall include diagnostic screen providing the user with the capability to diagnose failed devices at the sensor level.|GUI|NNP|O|communication|shall include|VB|1|1|screen|NN|O|artifact|-1
225|The GUI shall include diagnostic screen providing the user with the capability to diagnose failed devices at the sensor level.|diagnostic screen|NN|O|artifact|provide|VBP|1|1|user|NN|O|person|-1
225|The GUI shall include diagnostic screen providing the user with the capability to diagnose failed devices at the sensor level.|GUI|NNP|O|communication|shall include|VB|1|1|diagnostic screen|NN|O|artifact|-1
225|The GUI shall include diagnostic screen providing the user with the capability to diagnose failed devices at the sensor level.|screen|NN|O|artifact|provide|VBP|1|1|user|NN|O|person|-1
226|The GUI shall provide a screen for authorized users to change system mode.|user|NN|O|person|change|NN|0|0|system mode|NN|O|group|-1
226|The GUI shall provide a screen for authorized users to change system mode.|authorize user|NN|O|person|change|NN|0|0|system mode|NN|O|group|-1
228|The RLCS software will monitor the status of all field devices and will process requests for changing field device status.|rlcs software|NN|O|communication|process|NN|1|0|request|NN|O|communication|-1
228|The RLCS software will monitor the status of all field devices and will process requests for changing field device status.|rlcs software|NN|O|communication|process|NN|1|0|request for field device status|NN|O|communication|-1
228|The RLCS software will monitor the status of all field devices and will process requests for changing field device status.|rlcs software|NN|O|communication|will monitor|VB|1|0|status of field device|NN|O|state|-1
228|The RLCS software will monitor the status of all field devices and will process requests for changing field device status.|rlcs software|NN|O|communication|process|NN|1|0|request for change field device status|NN|O|communication|-1
229|The RLCS shall monitor all field device sensors, and shall process operator requests for changing field device status.|rlcs|NNS|O||process|NN|1|0|operator request for field device status|NN|O|relation|-1
229|The RLCS shall monitor all field device sensors, and shall process operator requests for changing field device status.|rlcs|NNS|O||process|NN|1|0|operator request|NN|O|relation|-1
229|The RLCS shall monitor all field device sensors, and shall process operator requests for changing field device status.|rlcs|NNS|O||shall monitor|VB|1|0|field device sensor|NN|O|location|-1
229|The RLCS shall monitor all field device sensors, and shall process operator requests for changing field device status.|rlcs|NNS|O||process|NN|1|0|operator request for change field device status|NN|O|relation|-1
230|The RLCS software shall monitor, display, and update the database with the status of all system field elements. |rlcs software|NN|O|communication|update|VBP|1|0|database|NN|O|communication|-1
230|The RLCS software shall monitor, display, and update the database with the status of all system field elements. |rlcs software|NN|O|communication|update database with|IN|1|0|status of system field element|NN|O|state|-1
231|Any change in device state shall be reported on the screen not later than 2 seconds from the time it occurs.|change|NN|O|event|in|IN|1|0|device state|NN|O|artifact|-1
232|In addition to monitoring field devices the system shall also monitor field controllers and connected on the RLCS network for control system integrity.|system|NN|O|group|connect for|IN|1|0|control system integrity|NN|O|artifact|-1
232|In addition to monitoring field devices the system shall also monitor field controllers and connected on the RLCS network for control system integrity.|system|NN|O|group|connect on|IN|1|0|rlcs network|NN|O|group|-1
232|In addition to monitoring field devices the system shall also monitor field controllers and connected on the RLCS network for control system integrity.|system|NN|O|group|shall monitor|VB|1|0|field controller|NN|TITLE|location|-1
232|In addition to monitoring field devices the system shall also monitor field controllers and connected on the RLCS network for control system integrity.|system|NN|O|group|shall also monitor|VB|1|0|field controller|NN|TITLE|location|-1
234|During â€˜degradedâ€™ mode, the system shall monitor device sensors at the frequency rate stored in the database to take effect only during â€˜degradedâ€™ mode. In general, the system shall monitor the status of all field devices at the frequency specified in the System Control Parameters for that mode.|system|NN|O|group|shall monitor device sensor at|IN|1|0|frequency rate store in database|NN|O|time|-1
234|During â€˜degradedâ€™ mode, the system shall monitor device sensors at the frequency rate stored in the database to take effect only during â€˜degradedâ€™ mode. In general, the system shall monitor the status of all field devices at the frequency specified in the System Control Parameters for that mode.|frequency rate|NN|O|time|store in|IN|1|0|database|NN|O|communication|-1
234|During â€˜degradedâ€™ mode, the system shall monitor device sensors at the frequency rate stored in the database to take effect only during â€˜degradedâ€™ mode. In general, the system shall monitor the status of all field devices at the frequency specified in the System Control Parameters for that mode.|system|NN|O|group|shall monitor device sensor at|IN|1|0|frequency rate|NN|O|time|-1
234|During â€˜degradedâ€™ mode, the system shall monitor device sensors at the frequency rate stored in the database to take effect only during â€˜degradedâ€™ mode. In general, the system shall monitor the status of all field devices at the frequency specified in the System Control Parameters for that mode.|system|NN|O|group|shall monitor|VB|1|0|device sensor|NN|O|artifact|-1
234|During â€˜degradedâ€™ mode, the system shall monitor device sensors at the frequency rate stored in the database to take effect only during â€˜degradedâ€™ mode. In general, the system shall monitor the status of all field devices at the frequency specified in the System Control Parameters for that mode.|system|NN|O|group|shall monitor device sensor at|IN|1|0|frequency rate store|NN|O|time|-1
234|During â€˜degradedâ€™ mode, the system shall monitor device sensors at the frequency rate stored in the database to take effect only during â€˜degradedâ€™ mode. In general, the system shall monitor the status of all field devices at the frequency specified in the System Control Parameters for that mode.|system|NN|O|group|shall monitor|VB|1|0|status of field device|NN|O|state|-1
234|During â€˜degradedâ€™ mode, the system shall monitor device sensors at the frequency rate stored in the database to take effect only during â€˜degradedâ€™ mode. In general, the system shall monitor the status of all field devices at the frequency specified in the System Control Parameters for that mode.|system|NN|O|group|shall monitor|VB|1|0|status of field device at frequency specify in System Control Parameters|NNP|O|state|-1
234|During â€˜degradedâ€™ mode, the system shall monitor device sensors at the frequency rate stored in the database to take effect only during â€˜degradedâ€™ mode. In general, the system shall monitor the status of all field devices at the frequency specified in the System Control Parameters for that mode.|system|NN|O|group|shall monitor|VB|1|0|status of field device at frequency|NN|O|state|-1
234|During â€˜degradedâ€™ mode, the system shall monitor device sensors at the frequency rate stored in the database to take effect only during â€˜degradedâ€™ mode. In general, the system shall monitor the status of all field devices at the frequency specified in the System Control Parameters for that mode.|system|NN|O|group|shall monitor|VB|1|0|status of field device at frequency specify for mode|NN|O|state|-1
234|During â€˜degradedâ€™ mode, the system shall monitor device sensors at the frequency rate stored in the database to take effect only during â€˜degradedâ€™ mode. In general, the system shall monitor the status of all field devices at the frequency specified in the System Control Parameters for that mode.|system|NN|O|group|shall monitor|VB|1|0|status of field device at frequency specify in System Control Parameters for mode|NN|O|state|-1
234|During â€˜degradedâ€™ mode, the system shall monitor device sensors at the frequency rate stored in the database to take effect only during â€˜degradedâ€™ mode. In general, the system shall monitor the status of all field devices at the frequency specified in the System Control Parameters for that mode.|system|NN|O|group|shall monitor|VB|1|0|status of field device at frequency specify|VB|O|state|-1
235|The system shall control all system field elements to device sensor level for those device sensors that may be controlled. For example, the temperature sensor at the controller cabinet is not a controllable sensor, whereas the â€˜gate arm control linesâ€™ sensor may be controlled.|system|NN|O|group|shall control|VB|1|1|system field element|NN|O|group|-1
235|The system shall control all system field elements to device sensor level for those device sensors that may be controlled. For example, the temperature sensor at the controller cabinet is not a controllable sensor, whereas the â€˜gate arm control linesâ€™ sensor may be controlled.|system|NN|O|group|shall control system field element to|TO|1|1|device sensor level|NN|O|artifact|-1
235|The system shall control all system field elements to device sensor level for those device sensors that may be controlled. For example, the temperature sensor at the controller cabinet is not a controllable sensor, whereas the â€˜gate arm control linesâ€™ sensor may be controlled.|system|NN|O|group|shall control system field element for|IN|1|1|device sensor|NN|O|artifact|-1
236|Each device control command shall check the current status of all closure devices in the system and shall abort if any closure control device status is unknown.|closure control device status|NN|O|act|be|VB|0|0|unknown|JJ|O|location|-1
236|Each device control command shall check the current status of all closure devices in the system and shall abort if any closure control device status is unknown.|device control command|NN|O|artifact|shall check|VB|0|0|current status of closure device in system|NN|O|phenomenon|-1
236|Each device control command shall check the current status of all closure devices in the system and shall abort if any closure control device status is unknown.|device control command|NN|O|artifact|abort|VBP|0|1|unknown|JJ|O|location|-1
236|Each device control command shall check the current status of all closure devices in the system and shall abort if any closure control device status is unknown.|device control command|NN|O|artifact|shall check|VB|0|0|current status of closure device|NN|O|phenomenon|-1
236|Each device control command shall check the current status of all closure devices in the system and shall abort if any closure control device status is unknown.|device control command|NN|O|artifact|shall check|VB|0|0|status of closure device in system|NN|O|state|-1
236|Each device control command shall check the current status of all closure devices in the system and shall abort if any closure control device status is unknown.|device control command|NN|O|artifact|shall check|VB|0|0|status of closure device|NN|O|state|-1
236|Each device control command shall check the current status of all closure devices in the system and shall abort if any closure control device status is unknown.|current status|NN|O|phenomenon|in|IN|1|0|system|NN|O|group|-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|user|NN|O|person|log in|IN|1|0|device status request|NN|O|artifact|-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|user|NN|O|person|shall|MD|1|0|shall able|JJ|O||-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|user|NN|O|person|log in|IN|1|0|device status request from specify computer in network|NN|O|artifact|-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|user|NN|O|person|log in|IN|1|0|device status request from specify computer|NN|O|artifact|-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|authorize user|NN|O|person|log in|IN|1|0|device status request from computer in network|NN|O|artifact|-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|user|NN|O|person|log in|IN|1|0|device status request from computer in network|NN|O|artifact|-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|authorize user|NN|O|person|log in|IN|1|0|device status request from specify computer in network|NN|O|artifact|-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|authorize user|NN|O|person|log in|IN|1|0|device status request from computer|NN|O|artifact|-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|authorize user|NN|O|person|shall|MD|1|0|shall able|JJ|O||-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|authorize user|NN|O|person|log in|IN|1|0|device status request|NN|O|artifact|-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|specify computer|NN|O|artifact|in|IN|1|0|network|NN|O|group|-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|user|NN|O|person|log in|IN|1|0|device status request from computer|NN|O|artifact|-1
237|An authorized user shall be able to log in and issue device status requests and control commands from specified computers in the network. (This is determined based on the userâ€™s access level and authorized workstations.)|authorize user|NN|O|person|log in|IN|1|0|device status request from specify computer|NN|O|artifact|-1
239|The RLCS software shall initialize each control unit and device sensor as it is identified.|it|PRP|O|cognition|be|VB|0|0|identify|VB|O||-1
240|RLCS Software Startup PROCESS: The RLCS software in the field shall first identify the its unit when it starts,  by reading the cabinet id. |rlcs software|NN|O|communication|read|VBD|0|0|cabinet id|NN|O|artifact|-1
240|RLCS Software Startup PROCESS: The RLCS software in the field shall first identify the its unit when it starts,  by reading the cabinet id. |rlcs software|NN|O|communication|in|IN|1|0|field|NN|O|location|-1
240|RLCS Software Startup PROCESS: The RLCS software in the field shall first identify the its unit when it starts,  by reading the cabinet id. |rlcs software|NN|O|communication|shall first identify|VB|1|0|its unit|NN|O|cognition|-1
240|RLCS Software Startup PROCESS: The RLCS software in the field shall first identify the its unit when it starts,  by reading the cabinet id. |rlcs software|NN|O|communication|shall identify|VB|0|1|its unit|NN|O|cognition|-1
241|The RLCS software will then proceed to make sure that all the cards required in that unit are present and working properly. |rlcs software|NN|O|communication|will proceed|VB|0|1|make|VB|O|cognition|-1
241|The RLCS software will then proceed to make sure that all the cards required in that unit are present and working properly. |rlcs software|NN|O|communication|make|VBP|0|0|sure|JJ|O||-1
242|The RLCS software will do a control system integrity check  and initialize all the specified tables. If everything is OK the start up process shall not exceed 30 seconds. The RLCS software shall then monitor all the devices and send the current status to the FCU or TSU every 2 seconds (or at the rate specified in the System Control Parameters for the current mode).|rlcs software|NN|O|communication|will do|VB|0|0|control system integrity check|NN|O|artifact|-1
242|The RLCS software will do a control system integrity check  and initialize all the specified tables. If everything is OK the start up process shall not exceed 30 seconds. The RLCS software shall then monitor all the devices and send the current status to the FCU or TSU every 2 seconds (or at the rate specified in the System Control Parameters for the current mode).|rlcs software|NN|O|communication|initialize|VB|0|1|specify table|NN|O|group|-1
242|The RLCS software will do a control system integrity check  and initialize all the specified tables. If everything is OK the start up process shall not exceed 30 seconds. The RLCS software shall then monitor all the devices and send the current status to the FCU or TSU every 2 seconds (or at the rate specified in the System Control Parameters for the current mode).|rlcs software|NN|O|communication|shall monitor|VB|1|0|device|NN|O|artifact|-1
243|The RLCS software shall be designed to allow for future changes to the roadway without requiring programming effort. Updating non-volatile memory-based tables shall be sufficient to accommodate future changes to the roadway.|rlcs software|NN|O|communication|shall|MD|1|0|shall design|VB|O|act|-1
244|The RLCS shall execute stored operational control command sequences based on the current system mode of operation and the schedule for each sequence. The operational control command sequences to be stored and executed with the initial configuration of the system are listed in Appendix F|rlcs|NNS|O||shall execute|VB|1|1|operational control command sequence|NN|O|attribute|-1
244|The RLCS shall execute stored operational control command sequences based on the current system mode of operation and the schedule for each sequence. The operational control command sequences to be stored and executed with the initial configuration of the system are listed in Appendix F|rlcs|NNS|O||shall execute|VB|1|1|control command sequence|NN|O|attribute|-1
244|The RLCS shall execute stored operational control command sequences based on the current system mode of operation and the schedule for each sequence. The operational control command sequences to be stored and executed with the initial configuration of the system are listed in Appendix F|rlcs|NNS|O||shall execute|VB|1|1|store operational control command sequence|NN|O|artifact|-1
244|The RLCS shall execute stored operational control command sequences based on the current system mode of operation and the schedule for each sequence. The operational control command sequences to be stored and executed with the initial configuration of the system are listed in Appendix F|rlcs|NNS|O||shall execute|VB|1|1|store control command sequence|NN|O|artifact|-1
245|The RLCS shall present scheduled command operations to the operator at the GUI for confirmation prior to executing the command.|rlcs|NNS|O||shall present|VB|0|1|scheduled command operation|NN|O|communication|-1
245|The RLCS shall present scheduled command operations to the operator at the GUI for confirmation prior to executing the command.|rlcs|NNS|O||shall present command operation to|TO|0|1|operator|NN|TITLE|relation|-1
245|The RLCS shall present scheduled command operations to the operator at the GUI for confirmation prior to executing the command.|rlcs|NNS|O||shall present command operation at|IN|0|1|GUI|NNP|O|communication|-1
245|The RLCS shall present scheduled command operations to the operator at the GUI for confirmation prior to executing the command.|rlcs|NNS|O||shall present|VB|0|1|command operation|NN|O|communication|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |device status|NN|O|artifact|can|MD|1|0|can correct|VB|O|artifact|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |device status|NN|O|artifact|define in|IN|1|0|volatile memory|NN|O|substance|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |operator|NN|TITLE|relation|shall|MD|1|0|shall able|JJ|O||-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |device status|NN|O|artifact|can|MD|1|0|can correct within time period|NN|O|artifact|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |offend device status|NN|O|artifact|define in|IN|1|0|database|NN|O|communication|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |offend device status|NN|O|artifact|define in|IN|1|0|non volatile memory|NN|O|substance|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |offend device status|NN|O|artifact|can|MD|1|0|can correct within time period|NN|O|artifact|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |offend device status|NN|O|artifact|define in|IN|1|0|memory|NN|O|cognition|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |operator|NN|TITLE|relation|resume|VB|0|1|opening|VBG|O|object|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |offend device status|NN|O|artifact|define in|IN|1|0|non memory|NN|O|cognition|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |operator|NN|TITLE|relation|resume|VB|0|1|closing sequence|NN|O|act|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |operator|NN|TITLE|relation|issue|NN|1|0|command|NN|O|communication|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |operator|NN|TITLE|relation|resume opening|VBG|0|0|halt have occur|VBP|O|state|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |device status|NN|O|artifact|define in|IN|1|0|memory|NN|O|cognition|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |device status|NN|O|artifact|can|MD|1|0|can correct within configurable time period|NN|O|artifact|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |offend device status|NN|O|artifact|can|MD|1|0|can correct|VB|O|artifact|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |operator|NN|TITLE|relation|issue command|NN|1|0|resume|VBP|O|communication|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |device status|NN|O|artifact|define in|IN|1|0|non memory|NN|O|cognition|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |device status|NN|O|artifact|define in|IN|1|0|non volatile memory|NN|O|substance|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |offend device status|NN|O|artifact|define in|IN|1|0|volatile memory|NN|O|substance|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |offend device status|NN|O|artifact|can|MD|1|0|can correct within configurable time period|NN|O|artifact|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |operator|NN|TITLE|relation|resume closing sequence|NN|0|0|halt have occur|VBP|O|state|-1
246|To resume an opening or closing sequence after a halt has occurred, the operator shall be able to issue a command to resume if the offending device status can be corrected within a configurable time period as defined in the database and in non- volatile memory |device status|NN|O|artifact|define in|IN|1|0|database|NN|O|communication|-1
248|The RLCS shall also store, process, and retrieve all data necessary to secure the system from unauthorized use. A commercial off-the-shelf database management system shall be used for this function.|off-the-shelf database management system|NN|O|artifact|shall|MD|1|0|shall use|VB|O|act|-1
248|The RLCS shall also store, process, and retrieve all data necessary to secure the system from unauthorized use. A commercial off-the-shelf database management system shall be used for this function.|off-the-shelf database management system|NN|O|artifact|shall|MD|1|0|shall use for function|NN|O|act|-1
248|The RLCS shall also store, process, and retrieve all data necessary to secure the system from unauthorized use. A commercial off-the-shelf database management system shall be used for this function.|commercial off-the-shelf database management system|NN|O|communication|shall|MD|1|0|shall use for function|NN|O|act|-1
248|The RLCS shall also store, process, and retrieve all data necessary to secure the system from unauthorized use. A commercial off-the-shelf database management system shall be used for this function.|commercial off-the-shelf database management system|NN|O|communication|shall|MD|1|0|shall use|VB|O|act|-1
249|The RLCS application software shall update and read database tables to support system operations.|rlcs application software|NN|O|communication|shall update|VB|1|0|database table|NN|O|communication|-1
249|The RLCS application software shall update and read database tables to support system operations.|rlcs application software|NN|O|communication|support|NN|1|0|system operation|NN|O|group|-1
250|The RLCS application software shall Update and read password and device rule data in encrypted format.|rlcs application software|NN|O|communication|shall|MD|1|0|Update password in encrypted format|NN|O|communication|-1
250|The RLCS application software shall Update and read password and device rule data in encrypted format.|rlcs application software|NN|O|communication|shall|MD|1|0|Update password|NN|O|communication|-1
250|The RLCS application software shall Update and read password and device rule data in encrypted format.|password|NN|O|communication|in|IN|1|0|encrypted format|NN|O|communication|-1
250|The RLCS application software shall Update and read password and device rule data in encrypted format.|rlcs application software|NN|O|communication|shall|MD|1|0|device rule datum|NN|O|artifact|-1
250|The RLCS application software shall Update and read password and device rule data in encrypted format.|rlcs application software|NN|O|communication|shall|MD|1|0|Update password in format|NN|O|communication|-1
251|The system shall employ a one-way hash function as an aid to maintaining the integrity of the data and software in the field. The hash value returned by the function shall  be at least 128 bits in length.|system|NN|O|group|shall employ|VB|1|0|one-way hash function|NN|O|quantity|-1
251|The system shall employ a one-way hash function as an aid to maintaining the integrity of the data and software in the field. The hash value returned by the function shall  be at least 128 bits in length.|datum|NN|O|cognition|in|IN|1|0|field|NN|O|location|-1
251|The system shall employ a one-way hash function as an aid to maintaining the integrity of the data and software in the field. The hash value returned by the function shall  be at least 128 bits in length.|system|NN|O|group|shall employ|VB|1|0|hash function|NN|O|food|-1
251|The system shall employ a one-way hash function as an aid to maintaining the integrity of the data and software in the field. The hash value returned by the function shall  be at least 128 bits in length.|value|NN|O|cognition|shall|MD|1|0|shall at least 128 bit in length|NN|O|substance|-1
251|The system shall employ a one-way hash function as an aid to maintaining the integrity of the data and software in the field. The hash value returned by the function shall  be at least 128 bits in length.|value|NN|O|cognition|shall|MD|1|0|shall at least 128 bit|NN|O|substance|-1
251|The system shall employ a one-way hash function as an aid to maintaining the integrity of the data and software in the field. The hash value returned by the function shall  be at least 128 bits in length.|shall 128 bit|NN|O|quantity|in|IN|1|0|length|NN|O|attribute|-1
251|The system shall employ a one-way hash function as an aid to maintaining the integrity of the data and software in the field. The hash value returned by the function shall  be at least 128 bits in length.|hash value|NN|O|food|shall|MD|1|0|shall at least 128 bit|NN|O|substance|-1
251|The system shall employ a one-way hash function as an aid to maintaining the integrity of the data and software in the field. The hash value returned by the function shall  be at least 128 bits in length.|hash value|NN|O|food|shall|MD|1|0|shall at least 128 bit in length|NN|O|substance|-1
252|The system shall also, for each control unit in the system,  produce a table of the returned â€˜one-way hash functionâ€™ (Message Digest) values, of each of the â€˜Control Unit Non-Volatile Memoryâ€™ items. |way|NN|O|attribute|hash|VBP|1|0|functionâ € ™ value|NN|O|relation|-1
252|The system shall also, for each control unit in the system,  produce a table of the returned â€˜one-way hash functionâ€™ (Message Digest) values, of each of the â€˜Control Unit Non-Volatile Memoryâ€™ items. |system|NN|O|group|shall produce table for|IN|1|1|control unit in system|IN|O|attribute|-1
252|The system shall also, for each control unit in the system,  produce a table of the returned â€˜one-way hash functionâ€™ (Message Digest) values, of each of the â€˜Control Unit Non-Volatile Memoryâ€™ items. |system|NN|O|group|shall also produce table for|IN|1|0|control unit in system|IN|O|attribute|-1
253|The returned â€˜Message Digestâ€™ values shall will be stored as hexadecimal characters. The appropriate â€˜Message Digestâ€™ table shall will be maintained in non-volatile memory in each system control unit.|€ Digestâ € ™ value|NN|O|communication|shall|MD|1|0|shall will store|VB|O|cognition|-1
